id,name_en,name_ar,slug,lat,lon,parent_id,gov_en,gov_ar
EG3405,Bir Al-Abd,قسم بئر العبد,bir-al-abd-eg3405,30.69,33.102,EG34,North Sinai,شمال سيناء
EG1706,Birkat Al-Sab,مركز بركة السبع,birkat-al-sab-eg1706,30.651,31.108,EG17,Menoufia,المنوفية
EG1504,Biyalu,مركز بيلا,biyalu-eg1504,31.32,31.248,EG15,Kafr El-Shikh,كفر الشيخ
EG0112,Bulaq,قسم بولاق,bulaq-eg0112,30.062,31.234,EG01,Cairo,القاهرة
EG2105,Bulaq Al-DakrUr,قسم بولاق الدكرور,bulaq-al-dakrur-eg2105,30.03,31.19,EG21,Giza,الجيزة
EG0214,Burg al-Arab,قسم برج العرب,burg-al-arab-eg0214,30.901,29.494,EG02,Alexandria,الاسكندرية
EG0216,Burg Al-Arab City,مدينه برج العرب الجديده,burg-al-arab-city-eg0216,30.899,29.622,EG02,Alexandria,الاسكندرية
EG1503,Burullus,مركز البرلس,burullus-eg1503,31.521,31.273,EG15,Kafr El-Shikh,كفر الشيخ
EG3304,Daba,مركز الضبعة,daba-eg3304,29.463,28.243,EG33,Matrouh,مطروح
EG3506,Dahab,قسم دهب,dahab-eg3506,28.73,34.451,EG35,South Sinai,جنوب سيناء
EG1801,Damanhur,قسم دمنهور,damanhur-eg1801,31.049,30.463,EG18,Behera,البحيرة
EG1802,Damanhur,مركز دمنهور,damanhur-eg1802,31.032,30.527,EG18,Behera,البحيرة
EG2608,Dar al-Salam,مركز دار السلام,dar-al-salam-eg2608,26.274,32.043,EG26,Suhag,سوهاج
EG2806,Daraw,مركز دراو,daraw-eg2806,24.326,33.001,EG28,Aswan,أسوان
EG2510,Dayrut,مركز ديروط,dayrut-eg2510,27.537,30.782,EG25,Assiut,أسيوط
EG1209,Dikirnis,مركز دكرنس,dikirnis-eg1209,31.093,31.78,EG12,Dakahlia,الدقهلية
EG2706,Dishna,مركز دشنا,dishna-eg2706,26.142,32.444,EG27,Qena,قنا
EG1505,Disuq,قسم دسوق,disuq-eg1505,31.145,30.649,EG15,Kafr El-Shikh,كفر الشيخ
EG1506,Disuq,مركز دسوق,disuq-eg1506,31.15,30.72,EG15,Kafr El-Shikh,كفر الشيخ
EG1102,Dumyat,مركز دمياط,dumyat-eg1102,31.44,31.842,EG11,Damietta,دمياط
EG1101,Dumyat 1,قسم أول دمياط,dumyat-1-eg1101,31.407,31.807,EG11,Damietta,دمياط
EG1109,Dumyat 2,قسم ثان دمياط,dumyat-2-eg1109,31.425,31.819,EG11,Damietta,دمياط
EG1105,Dumyat Al-Gadida,قسم مدينه دمياط الجديده,dumyat-al-gadida-eg1105,31.439,31.706,EG11,Damietta,دمياط
EG2103,DuqqI,قسم الدقي,duqqi-eg2103,30.042,31.208,EG21,Giza,الجيزة
EG1310,Dyarb Nigm,مركز ديرب نجم,dyarb-nigm-eg1310,30.752,31.444,EG13,Sharkia,الشرقية
EG1202,E Mansora 2,قسم ثان المنصورة,e-mansora-2-eg1202,31.047,31.419,EG12,Dakahlia,الدقهلية
EG1317,El-Ibrahimiya,مركز الأبراهيمية,el-ibrahimiya-eg1317,30.732,31.564,EG13,Sharkia,الشرقية
EG3401,El Arish 1,قسم أول العريش,el-arish-1-eg3401,31.12,33.824,EG34,North Sinai,شمال سيناء
EG3402,El Arish 2,قسم ثان العريش,el-arish-2-eg3402,31.09,33.751,EG34,North Sinai,شمال سيناء
EG3403,El Arish 3,قسم ثالث العريش,el-arish-3-eg3403,30.995,33.777,EG34,North Sinai,شمال سيناء
EG3404,El Arish 4,قسم رابع العريش,el-arish-4-eg3404,30.851,33.596,EG34,North Sinai,شمال سيناء
EG1607,El Mahalla El Kobra,مركز المحله الكبرى,el-mahalla-el-kobra-eg1607,31.017,31.13,EG16,Gharbia,الغربية
EG1605,El Mahalla El Kobra 1,قسم أول المحلة الكبرى,el-mahalla-el-kobra-1-eg1605,30.972,31.172,EG16,Gharbia,الغربية
EG1606,El Mahalla El Kobra 2,قسم ثان المحلة الكبرى,el-mahalla-el-kobra-2-eg1606,30.971,31.157,EG16,Gharbia,الغربية
EG1203,El Mansora,مركز المنصورة,el-mansora-eg1203,31.053,31.467,EG12,Dakahlia,الدقهلية
EG1201,El Mansora 1,قسم اول المنصورة,el-mansora-1-eg1201,31.029,31.375,EG12,Dakahlia,الدقهلية
EG1311,Faqus,قسم فاقوس,faqus-eg1311,30.723,31.798,EG13,Sharkia,الشرقية
EG1312,Faqus,مركز فاقوس,faqus-eg1312,30.749,31.896,EG13,Sharkia,الشرقية
EG1103,Fariskur,مركز فارسكور,fariskur-eg1103,31.31,31.733,EG11,Damietta,دمياط
EG2710,Farshut,مركز فرشوط,farshut-eg2710,26.056,32.149,EG27,Qena,قنا
EG1907,Fayid,مركز فايد,fayid-eg1907,30.366,32.292,EG19,Ismailia,الإسماعيلية
EG0404,Faysal,قسم فيصل,faysal-eg0404,30.118,32.181,EG04,Suez,السويس
EG2301,Fayyum,قسم الفيوم,fayyum-eg2301,29.314,30.839,EG23,Fayoum,الفيوم
EG2302,Fayyum,مركز الفيوم,fayyum-eg2302,29.3,30.955,EG23,Fayoum,الفيوم
EG2308,Fayyum City,مدينة الفيوم الجديدة,fayyum-city-eg2308,29.208,30.882,EG23,Fayoum,الفيوم
EG1508,Fuwwa,مركز فوه,fuwwa-eg1508,31.232,30.564,EG15,Kafr El-Shikh,كفر الشيخ
EG0115,Gamaliyya,قسم الجمالية,gamaliyya-eg0115,30.054,31.265,EG01,Cairo,القاهرة
EG1215,Gamaliyya,مركز الجمالية,gamaliyya-eg1215,31.205,31.852,EG12,Dakahlia,الدقهلية
EG1220,Gamsa,قسم جمصة,gamsa-eg1220,31.438,31.549,EG12,Dakahlia,الدقهلية
EG2609,Girga,قسم جرجا,girga-eg2609,26.348,31.888,EG26,Suhag,سوهاج
EG2610,Girga,مركز جرجا,girga-eg2610,26.307,31.867,EG26,Suhag,سوهاج
EG2104,Giza,قسم الجيزة,giza-eg2104,29.999,31.216,EG21,Giza,الجيزة
EG2109,Giza,مركز الجيزة,giza-eg2109,29.943,31.213,EG21,Giza,الجيزة
EG2611,Guhayna Al-Gharbiyya,مركز جهينة الغربية,guhayna-al-gharbiyya-eg2611,26.689,31.471,EG26,Suhag,سوهاج
EG0123,Hadaiq Al-Qubba,قسم حدائقالقبة,hadaiq-al-qubba-eg0123,30.086,31.283,EG01,Cairo,القاهرة
EG3107,Halayib,قسم حلايب,halayib-eg3107,22.386,36.0,EG31,Red Sea,البحر الأحمر
EG1315,Hihya,مركز ههيا,hihya-eg1315,30.652,31.617,EG13,Sharkia,الشرقية
EG0102,Hilwan,قسم حلوان,hilwan-eg0102,29.854,31.329,EG01,Cairo,القاهرة
EG3101,Hurghada 1,قسم أول الغردقة,hurghada-1-eg3101,27.129,33.244,EG31,Red Sea,البحر الأحمر
EG3108,Hurghada 2,قسم ثان الغردقة,hurghada-2-eg3108,27.745,33.08,EG31,Red Sea,البحر الأحمر
EG1808,Hush Isa,مركز حوش عيسى,hush-isa-eg1808,30.891,30.346,EG18,Behera,البحيرة
EG2108,Hwamdeia,قسم الحوامدية,hwamdeia-eg2108,29.902,31.253,EG21,Giza,الجيزة
EG1816,Idku,مركز إدكو,idku-eg1816,31.298,30.325,EG18,Behera,البحيرة
EG2101,Imbaba,قسم امبابه,imbaba-eg2101,30.083,31.21,EG21,Giza,الجيزة
EG2113,Imbaba,مركز إمبابة,imbaba-eg2113,30.22,30.963,EG21,Giza,الجيزة
EG1904,Ismailiyya,مركز الاسماعيلية,ismailiyya-eg1904,30.426,32.183,EG19,Ismailia,الإسماعيلية
EG1901,Ismailiyya 1,قسم أول الاسماعيلية,ismailiyya-1-eg1901,30.606,32.311,EG19,Ismailia,الإسماعيلية
EG1902,Ismailiyya 2,قسم ثان الاسماعيلية,ismailiyya-2-eg1902,30.614,32.26,EG19,Ismailia,الإسماعيلية
EG1903,Ismailiyya 3,قسم ثالث الاسماعيلية,ismailiyya-3-eg1903,30.612,32.291,EG19,Ismailia,الإسماعيلية
EG2705,Isna,مركز إسنا,isna-eg2705,25.365,32.52,EG27,Qena,قنا
EG1807,Itay Al-Barud,مركز إيتاى البارود,itay-al-barud-eg1807,30.886,30.656,EG18,Behera,البحيرة
EG1811,Kafr Al-Dawwar,قسم كفرالدوار,kafr-al-dawwar-eg1811,31.137,30.133,EG18,Behera,البحيرة
EG1812,Kafr Al-Dawwar,مركز كفر الدوار,kafr-al-dawwar-eg1812,31.129,30.038,EG18,Behera,البحيرة
EG1501,Kafr Al-Shaykh,قسم كفر الشيخ,kafr-al-shaykh-eg1501,31.119,30.941,EG15,Kafr El-Shikh,كفر الشيخ
EG1502,Kafr Al-Shaykh,مركز كفر الشيخ,kafr-al-shaykh-eg1502,31.2,31.016,EG15,Kafr El-Shikh,كفر الشيخ
EG1612,Kafr Al-Zayyat,مركز كفر الزيات,kafr-al-zayyat-eg1612,30.807,30.835,EG16,Gharbia,الغربية
EG1104,Kafr Sad,مركز كفر سعد,kafr-sad-eg1104,31.359,31.603,EG11,Damietta,دمياط
EG1313,Kafr Saqr,مركز كفر صقر,kafr-saqr-eg1313,30.837,31.675,EG13,Sharkia,الشرقية
EG1411,Kafr Shukr,مركز كفر شكر,kafr-shukr-eg1411,30.554,31.275,EG14,Kalyoubia,القليوبية
EG2120,Kardasa,مركز كرداسة,kardasa-eg2120,30.051,31.134,EG21,Giza,الجيزة
EG0208,Karmuz,قسم كرموز,karmuz-eg0208,31.179,29.904,EG02,Alexandria,الاسكندرية
EG2616,Kawther,قسم الكوثر,kawther-eg2616,26.555,31.722,EG26,Suhag,سوهاج
EG2401,Kesm Al-minya,قسم المنيا,kesm-al-minya-eg2401,28.095,30.744,EG24,Menia,المنيا
EG2501,Kesm Awal Assuit,قسم أول أسيوط,kesm-awal-assuit-eg2501,27.186,31.154,EG25,Assiut,أسيوط
EG2411,Kesm Mallawi,قسم ملوى,kesm-mallawi-eg2411,27.729,30.837,EG24,Menia,المنيا
EG2615,Kesm Tahta,قسم طهطا,kesm-tahta-eg2615,26.767,31.492,EG26,Suhag,سوهاج
EG0217,Kesm than Al Raml,قسم ثان الرمل,kesm-than-al-raml-eg0217,31.211,29.994,EG02,Alexandria,الاسكندرية
EG2502,Kesm Than Assuit,قسم ثان أسيوط,kesm-than-assuit-eg2502,27.193,31.179,EG25,Assiut,أسيوط
EG1412,Khsos,قسم الخصوص,khsos-eg1412,30.157,31.318,EG14,Kalyoubia,القليوبية
EG1813,Kum Hamada,مركز كوم حمادة,kum-hamada-eg1813,30.654,30.774,EG18,Behera,البحيرة
EG2804,Kum Umbu,مركز كوم امبو,kum-umbu-eg2804,24.48,32.947,EG28,Aswan,أسوان
EG2901,Luxor,قسم الأقصر,luxor-eg2901,25.707,32.67,EG29,Luxor,مدينة الأقصر
EG2902,Luxor,مركز الأقصر,luxor-eg2902,25.685,32.588,EG29,Luxor,مدينة الأقصر
EG0104,Maadi,قسم المعادي,maadi-eg0104,29.963,31.368,EG01,Cairo,القاهرة
EG0127,Madinat Nasr-2,قسم ثانمدينةنصر,madinat-nasr-2-eg0127,30.048,31.309,EG01,Cairo,القاهرة
EG1219,Mahalet Demna,مركز محلة دمنة,mahalet-demna-eg1219,31.09,31.513,EG12,Dakahlia,الدقهلية
EG2512,Manfalut,مركز منفلوط,manfalut-eg2512,27.294,30.951,EG25,Assiut,أسيوط
EG1207,Manzala,مركز المنزلة,manzala-eg1207,31.153,31.958,EG12,Dakahlia,الدقهلية
EG0136,Marg,قسم المرج,marg-eg0136,30.156,31.346,EG01,Cairo,القاهرة
EG2404,Markz Abu Qurqas,مركز ابو قرقاص,markz-abu-qurqas-eg2404,27.939,30.77,EG24,Menia,المنيا
EG2405,Markz Al Idwa,مركز العدوة,markz-al-idwa-eg2405,28.696,30.74,EG24,Menia,المنيا
EG2402,Markz Al Minya,مركز المنيا,markz-al-minya-eg2402,28.101,30.641,EG24,Menia,المنيا
EG2406,Markz Bani Mazar,مركز بنى مزار,markz-bani-mazar-eg2406,28.518,30.731,EG24,Menia,المنيا
EG2407,Markz Dir Mawas,مركز دير مواس,markz-dir-mawas-eg2407,27.655,30.79,EG24,Menia,المنيا
EG2410,Markz Maghagha,مركز مغاغة,markz-maghagha-eg2410,28.641,30.794,EG24,Menia,المنيا
EG2412,Markz Mallawi,مركز ملوى,markz-mallawi-eg2412,27.775,30.801,EG24,Menia,المنيا
EG2409,Markz Matay,مركز مطاى,markz-matay-eg2409,28.431,30.71,EG24,Menia,المنيا
EG2408,Markz Samalut,مركز سمالوط,markz-samalut-eg2408,28.285,30.629,EG24,Menia,المنيا
EG3104,Marsa Alam,قسم مرسى علم,marsa-alam-eg3104,24.707,34.286,EG31,Red Sea,البحر الأحمر
EG3301,Marsa Matruh,قسم مرسى مطروح,marsa-matruh-eg3301,30.022,26.997,EG33,Matrouh,مطروح
EG1316,Mashtul Al-Suq,مركز مشتول السوق,mashtul-al-suq-eg1316,30.361,31.383,EG13,Sharkia,الشرقية
EG1206,Matariyya,مركز المطرية,matariyya-eg1206,31.191,32.004,EG12,Dakahlia,الدقهلية
EG0211,Mina Al-Basal,قسم مينا البصل,mina-al-basal-eg0211,31.167,29.88,EG02,Alexandria,الاسكندرية
EG0134,Minshat Nasir,منشأةناصر,minshat-nasir-eg0134,30.043,31.284,EG01,Cairo,القاهرة
EG1709,Minuf,مركز منوف,minuf-eg1709,30.46,30.881,EG17,Menoufia,المنوفية
EG1712,Minuf City,قسم مدينة منوف,minuf-city-eg1712,30.462,30.931,EG17,Menoufia,المنوفية
EG1214,Minya Al-Nasr,مركز منية النصر,minya-al-nasr-eg1214,31.154,31.707,EG12,Dakahlia,الدقهلية
EG1314,Minya al-Qamh,مركز منيا القمح,minya-al-qamh-eg1314,30.507,31.369,EG13,Sharkia,الشرقية
EG0128,Misr al-Gadida,قسم مصرالجديدة,misr-al-gadida-eg0128,30.091,31.327,EG01,Cairo,القاهرة
EG0106,Misr Al-Qadima,مصرالقديمة,misr-al-qadima-eg0106,30.006,31.242,EG01,Cairo,القاهرة
EG1212,Mit Ghamr,قسم ميت غمر,mit-ghamr-eg1212,30.713,31.276,EG12,Dakahlia,الدقهلية
EG1213,Mit Ghamr,مركز ميت غمر,mit-ghamr-eg1213,30.708,31.338,EG12,Dakahlia,الدقهلية
EG1217,MIt Salsil,مركز ميت سلسيل,mit-salsil-eg1217,31.233,31.792,EG12,Dakahlia,الدقهلية
EG1510,Mitubas,مركز مطوبس,mitubas-eg1510,31.383,30.47,EG15,Kafr El-Shikh,كفر الشيخ
EG0309,Mubark-Sharq Tafrea,قسم مبارك - شرق التفريعة,mubark-sharq-tafrea-eg0309,31.067,32.43,EG03,Port Said,بورسعيد
EG0205,Muharam Bik,قسم محرم بك,muharam-bik-eg0205,31.184,29.939,EG02,Alexandria,الاسكندرية
